frame,reporte_medico
frame_20600,This is a colonoscopy frame from a patient with no polyps.
frame_20601,This is a colonoscopy frame from a patient with no polyps.
frame_20602,This is a colonoscopy frame from a patient with no polyps.
frame_20603,This is a colonoscopy frame from a patient with no polyps.
frame_20604,This is a colonoscopy frame from a patient with no polyps.
frame_20605,This is a colonoscopy frame from a patient with no polyps.
frame_20606,This is a colonoscopy frame from a patient with no polyps.
frame_20607,This is a colonoscopy frame from a patient with no polyps.
frame_20608,This is a colonoscopy frame from a patient with no polyps.
frame_20609,This is a colonoscopy frame from a patient with no polyps.
frame_20610,This is a colonoscopy frame from a patient with no polyps.
frame_20611,This is a colonoscopy frame from a patient with no polyps.
frame_20612,This is a colonoscopy frame from a patient with no polyps.
frame_20613,This is a colonoscopy frame from a patient with no polyps.
frame_20614,This is a colonoscopy frame from a patient with no polyps.
frame_20615,This is a colonoscopy frame from a patient with no polyps.
frame_20616,This is a colonoscopy frame from a patient with no polyps.
frame_20617,This is a colonoscopy frame from a patient with no polyps.
frame_20618,This is a colonoscopy frame from a patient with no polyps.
frame_20619,This is a colonoscopy frame from a patient with no polyps.
frame_20620,This is a colonoscopy frame from a patient with no polyps.
frame_20621,This is a colonoscopy frame from a patient with no polyps.
frame_20622,This is a colonoscopy frame from a patient with no polyps.
frame_20623,This is a colonoscopy frame from a patient with no polyps.
frame_20624,This is a colonoscopy frame from a patient with no polyps.
frame_20625,This is a colonoscopy frame from a patient with no polyps.
frame_20626,This is a colonoscopy frame from a patient with no polyps.
frame_20627,This is a colonoscopy frame from a patient with no polyps.
frame_20628,This is a colonoscopy frame from a patient with no polyps.
frame_20629,This is a colonoscopy frame from a patient with no polyps.
frame_20630,This is a colonoscopy frame from a patient with no polyps.
frame_20631,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 7 mm located in the sigmoid colon.
frame_20632,This is a colonoscopy frame from a patient with no polyps.
frame_20633,This is a colonoscopy frame from a patient with no polyps.
frame_20634,This is a colonoscopy frame from a patient with no polyps.
frame_20635,This is a colonoscopy frame from a patient with no polyps.
frame_20636,This is a colonoscopy frame from a patient with no polyps.
frame_20637,This is a colonoscopy frame from a patient with no polyps.
frame_20638,This is a colonoscopy frame from a patient with no polyps.
frame_20639,This is a colonoscopy frame from a patient with no polyps.
frame_20640,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_20641,This is a colonoscopy frame from a patient with no polyps.
frame_20642,This is a colonoscopy frame from a patient with no polyps.
frame_20643,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 5 mm located in the ascending colon.
frame_20644,This is a colonoscopy frame from a patient with no polyps.
frame_20645,This is a colonoscopy frame from a patient with no polyps.
frame_20646,This is a colonoscopy frame from a patient with no polyps.
frame_20647,This is a colonoscopy frame from a patient with no polyps.
frame_20648,This is a colonoscopy frame from a patient with no polyps.
frame_20649,This is a colonoscopy frame from a patient with no polyps.
frame_20650,This is a colonoscopy frame from a patient with no polyps.
frame_20651,This is a colonoscopy frame from a patient with no polyps.
frame_20652,This is a colonoscopy frame from a patient with no polyps.
frame_20653,This is a colonoscopy frame from a patient with no polyps.
frame_20654,This is a colonoscopy frame from a patient with no polyps.
frame_20655,This is a colonoscopy frame from a patient with no polyps.
frame_20656,This is a colonoscopy frame from a patient with no polyps.
frame_20657,This is a colonoscopy frame from a patient with no polyps.
frame_20658,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 6 mm located in the sigmoid colon.
frame_20659,This is a colonoscopy frame from a patient with no polyps.
frame_20660,This is a colonoscopy frame from a patient with no polyps.
frame_20661,This is a colonoscopy frame from a patient with no polyps.
frame_20662,This is a colonoscopy frame from a patient with no polyps.
frame_20663,This is a colonoscopy frame from a patient with no polyps.
frame_20664,This is a colonoscopy frame from a patient with no polyps.
frame_20665,This is a colonoscopy frame from a patient with no polyps.
frame_20666,This is a colonoscopy frame from a patient with no polyps.
frame_20667,This is a colonoscopy frame from a patient with no polyps.
frame_20668,This is a colonoscopy frame from a patient with no polyps.
frame_20669,This is a colonoscopy frame from a patient with no polyps.
frame_20670,This is a colonoscopy frame from a patient with no polyps.
frame_20671,This is a colonoscopy frame from a patient with no polyps.
frame_20672,This is a colonoscopy frame from a patient with no polyps.
frame_20673,This is a colonoscopy frame from a patient with no polyps.
frame_20674,This is a colonoscopy frame from a patient with no polyps.
frame_20675,This is a colonoscopy frame from a patient with no polyps.
frame_20676,This is a colonoscopy frame from a patient with no polyps.
frame_20677,This is a colonoscopy frame from a patient with no polyps.
frame_20678,This is a colonoscopy frame from a patient with no polyps.
frame_20679,This is a colonoscopy frame from a patient with no polyps.
frame_20680,This is a colonoscopy frame from a patient with no polyps.
frame_20681,This is a colonoscopy frame from a patient with no polyps.
frame_20682,This is a colonoscopy frame from a patient with no polyps.
frame_20683,This is a colonoscopy frame from a patient with no polyps.
frame_20684,This is a colonoscopy frame from a patient with no polyps.
frame_20685,This is a colonoscopy frame from a patient with no polyps.
frame_20686,This is a colonoscopy frame from a patient with no polyps.
frame_20687,This is a colonoscopy frame from a patient with no polyps.
frame_20688,This is a colonoscopy frame from a patient with no polyps.
frame_20689,This is a colonoscopy frame from a patient with no polyps.
frame_20690,This is a colonoscopy frame from a patient with no polyps.
frame_20691,This is a colonoscopy frame from a patient with no polyps.
frame_20692,This is a colonoscopy frame from a patient with no polyps.
frame_20693,This is a colonoscopy frame from a patient with no polyps.
frame_20694,This is a colonoscopy frame from a patient with no polyps.
frame_20695,This is a colonoscopy frame from a patient with no polyps.
frame_20696,This is a colonoscopy frame from a patient with no polyps.
frame_20697,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_20698,This is a colonoscopy frame from a patient with no polyps.
frame_20699,This is a colonoscopy frame from a patient with no polyps.
frame_20700,This is a colonoscopy frame from a patient with no polyps.
frame_20701,This is a colonoscopy frame from a patient with no polyps.
frame_20702,This is a colonoscopy frame from a patient with no polyps.
frame_20703,This is a colonoscopy frame from a patient with no polyps.
frame_20704,This is a colonoscopy frame from a patient with no polyps.
frame_20705,This is a colonoscopy frame from a patient with no polyps.
frame_20706,This is a colonoscopy frame from a patient with no polyps.
frame_20707,This is a colonoscopy frame from a patient with no polyps.
frame_20708,This is a colonoscopy frame from a patient with no polyps.
frame_20709,This is a colonoscopy frame from a patient with no polyps.
frame_20710,This is a colonoscopy frame from a patient with no polyps.
frame_20711,This is a colonoscopy frame from a patient with no polyps.
frame_20712,This is a colonoscopy frame from a patient with no polyps.
frame_20713,This is a colonoscopy frame from a patient with no polyps.
frame_20714,This is a colonoscopy frame from a patient with no polyps.
frame_20715,This is a colonoscopy frame from a patient with no polyps.
frame_20716,This is a colonoscopy frame from a patient with no polyps.
frame_20717,This is a colonoscopy frame from a patient with no polyps.
frame_20718,This is a colonoscopy frame from a patient with no polyps.
frame_20719,This is a colonoscopy frame from a patient with no polyps.
frame_20720,This is a colonoscopy frame from a patient with no polyps.
frame_20721,This is a colonoscopy frame from a patient with no polyps.
frame_20722,This is a colonoscopy frame from a patient with no polyps.
frame_20723,This is a colonoscopy frame from a patient with no polyps.
frame_20724,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 3 mm located in the transverse colon.
frame_20725,This is a colonoscopy frame from a patient with no polyps.
frame_20726,This is a colonoscopy frame from a patient with no polyps.
frame_20727,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 8 mm located in the transverse colon.
frame_20728,This is a colonoscopy frame from a patient with no polyps.
frame_20729,This is a colonoscopy frame from a patient with no polyps.
frame_20730,This is a colonoscopy frame from a patient with a sessile adenoma polyp measuring 4 mm located in the sigmoid colon.
frame_20731,This is a colonoscopy frame from a patient with no polyps.
frame_20732,This is a colonoscopy frame from a patient with no polyps.
frame_20733,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 8 mm located in the sigmoid colon.
frame_20734,This is a colonoscopy frame from a patient with no polyps.
frame_20735,This is a colonoscopy frame from a patient with no polyps.
frame_20736,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 8 mm located in the sigmoid colon.
frame_20737,This is a colonoscopy frame from a patient with no polyps.
frame_20738,This is a colonoscopy frame from a patient with no polyps.
frame_20739,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 8 mm located in the sigmoid colon.
frame_20740,This is a colonoscopy frame from a patient with no polyps.
frame_20741,This is a colonoscopy frame from a patient with no polyps.
frame_20742,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 8 mm located in the transverse colon.
frame_20743,This is a colonoscopy frame from a patient with no polyps.
frame_20744,This is a colonoscopy frame from a patient with no polyps.
frame_20745,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 8 mm located in the sigmoid colon.
frame_20746,This is a colonoscopy frame from a patient with no polyps.
frame_20747,This is a colonoscopy frame from a patient with no polyps.
frame_20748,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 8 mm located in the transverse colon.
frame_20749,This is a colonoscopy frame from a patient with no polyps.
frame_20750,This is a colonoscopy frame from a patient with no polyps.
frame_20751,This is a colonoscopy frame from a patient with a flat elevated mucosal adenoma polyp measuring 8 mm located in the sigmoid colon.
frame_20752,This is a colonoscopy frame from a patient with no polyps.
frame_20753,This is a colonoscopy frame from a patient with no polyps.
frame_20754,This is a colonoscopy frame from a patient with no polyps.
frame_20755,This is a colonoscopy frame from a patient with no polyps.
frame_20756,This is a colonoscopy frame from a patient with no polyps.
frame_20757,This is a colonoscopy frame from a patient with no polyps.
frame_20758,This is a colonoscopy frame from a patient with no polyps.
frame_20759,This is a colonoscopy frame from a patient with no polyps.
frame_20760,This is a colonoscopy frame from a patient with no polyps.
frame_20761,This is a colonoscopy frame from a patient with no polyps.
frame_20762,This is a colonoscopy frame from a patient with no polyps.
frame_20763,This is a colonoscopy frame from a patient with no polyps.
frame_20764,This is a colonoscopy frame from a patient with no polyps.
frame_20765,This is a colonoscopy frame from a patient with no polyps.
frame_20766,This is a colonoscopy frame from a patient with no polyps.
frame_20767,This is a colonoscopy frame from a patient with no polyps.
frame_20768,This is a colonoscopy frame from a patient with no polyps.
frame_20769,This is a colonoscopy frame from a patient with no polyps.
frame_20770,This is a colonoscopy frame from a patient with no polyps.
frame_20771,This is a colonoscopy frame from a patient with no polyps.
frame_20772,This is a colonoscopy frame from a patient with no polyps.
frame_20773,This is a colonoscopy frame from a patient with no polyps.
frame_20774,This is a colonoscopy frame from a patient with no polyps.
frame_20775,This is a colonoscopy frame from a patient with no polyps.
frame_20776,This is a colonoscopy frame from a patient with no polyps.
frame_20777,This is a colonoscopy frame from a patient with no polyps.
frame_20778,This is a colonoscopy frame from a patient with no polyps.
frame_20779,This is a colonoscopy frame from a patient with no polyps.
frame_20780,This is a colonoscopy frame from a patient with no polyps.
frame_20781,This is a colonoscopy frame from a patient with no polyps.
frame_20782,This is a colonoscopy frame from a patient with no polyps.
frame_20783,This is a colonoscopy frame from a patient with no polyps.
frame_20784,This is a colonoscopy frame from a patient with no polyps.
frame_20785,This is a colonoscopy frame from a patient with no polyps.
frame_20786,This is a colonoscopy frame from a patient with no polyps.
frame_20787,This is a colonoscopy frame from a patient with no polyps.
frame_20788,This is a colonoscopy frame from a patient with no polyps.
frame_20789,This is a colonoscopy frame from a patient with no polyps.
frame_20790,This is a colonoscopy frame from a patient with no polyps.
frame_20791,This is a colonoscopy frame from a patient with no polyps.
frame_20792,This is a colonoscopy frame from a patient with no polyps.
frame_20793,This is a colonoscopy frame from a patient with no polyps.
frame_20794,This is a colonoscopy frame from a patient with no polyps.
frame_20795,This is a colonoscopy frame from a patient with no polyps.
frame_20796,This is a colonoscopy frame from a patient with no polyps.
frame_20797,This is a colonoscopy frame from a patient with no polyps.
frame_20798,This is a colonoscopy frame from a patient with no polyps.
frame_20799,This is a colonoscopy frame from a patient with no polyps.
frame_20800,This is a colonoscopy frame from a patient with no polyps.
frame_20801,This is a colonoscopy frame from a patient with no polyps.
frame_20802,This is a colonoscopy frame from a patient with no polyps.
frame_20803,This is a colonoscopy frame from a patient with no polyps.
frame_20804,This is a colonoscopy frame from a patient with no polyps.
frame_20805,This is a colonoscopy frame from a patient with no polyps.
frame_20806,This is a colonoscopy frame from a patient with no polyps.
frame_20807,This is a colonoscopy frame from a patient with no polyps.
frame_20808,This is a colonoscopy frame from a patient with no polyps.
frame_20809,This is a colonoscopy frame from a patient with no polyps.
frame_20810,This is a colonoscopy frame from a patient with no polyps.
frame_20811,This is a colonoscopy frame from a patient with no polyps.
frame_20812,This is a colonoscopy frame from a patient with no polyps.
frame_20813,This is a colonoscopy frame from a patient with no polyps.
frame_20814,This is a colonoscopy frame from a patient with no polyps.
frame_20815,This is a colonoscopy frame from a patient with no polyps.
frame_20816,This is a colonoscopy frame from a patient with no polyps.
frame_20817,This is a colonoscopy frame from a patient with no polyps.
frame_20818,This is a colonoscopy frame from a patient with no polyps.
frame_20819,This is a colonoscopy frame from a patient with no polyps.
frame_20820,This is a colonoscopy frame from a patient with no polyps.
frame_20821,This is a colonoscopy frame from a patient with no polyps.
frame_20822,This is a colonoscopy frame from a patient with no polyps.
frame_20823,This is a colonoscopy frame from a patient with no polyps.
frame_20824,This is a colonoscopy frame from a patient with no polyps.
frame_20825,This is a colonoscopy frame from a patient with no polyps.
frame_20826,This is a colonoscopy frame from a patient with no polyps.
frame_20827,This is a colonoscopy frame from a patient with no polyps.
frame_20828,This is a colonoscopy frame from a patient with no polyps.
frame_20829,This is a colonoscopy frame from a patient with no polyps.
frame_20830,This is a colonoscopy frame from a patient with no polyps.
frame_20831,This is a colonoscopy frame from a patient with no polyps.
frame_20832,This is a colonoscopy frame from a patient with no polyps.
frame_20833,This is a colonoscopy frame from a patient with no polyps.
frame_20834,This is a colonoscopy frame from a patient with no polyps.
frame_20835,This is a colonoscopy frame from a patient with no polyps.
frame_20836,This is a colonoscopy frame from a patient with no polyps.
frame_20837,This is a colonoscopy frame from a patient with no polyps.
frame_20838,This is a colonoscopy frame from a patient with no polyps.
frame_20839,This is a colonoscopy frame from a patient with no polyps.
frame_20840,This is a colonoscopy frame from a patient with no polyps.
frame_20841,This is a colonoscopy frame from a patient with no polyps.
frame_20842,This is a colonoscopy frame from a patient with no polyps.
frame_20843,This is a colonoscopy frame from a patient with no polyps.
frame_20844,This is a colonoscopy frame from a patient with no polyps.
frame_20845,This is a colonoscopy frame from a patient with no polyps.
frame_20846,This is a colonoscopy frame from a patient with no polyps.
frame_20847,This is a colonoscopy frame from a patient with no polyps.
frame_20848,This is a colonoscopy frame from a patient with no polyps.
frame_20849,This is a colonoscopy frame from a patient with no polyps.
frame_20850,This is a colonoscopy frame from a patient with no polyps.
frame_20851,This is a colonoscopy frame from a patient with no polyps.
frame_20852,This is a colonoscopy frame from a patient with no polyps.
frame_20853,This is a colonoscopy frame from a patient with no polyps.
frame_20854,This is a colonoscopy frame from a patient with no polyps.
frame_20855,This is a colonoscopy frame from a patient with no polyps.
frame_20856,This is a colonoscopy frame from a patient with no polyps.
frame_20857,This is a colonoscopy frame from a patient with no polyps.
frame_20858,This is a colonoscopy frame from a patient with no polyps.
frame_20859,This is a colonoscopy frame from a patient with no polyps.
frame_20860,This is a colonoscopy frame from a patient with no polyps.
frame_20861,This is a colonoscopy frame from a patient with no polyps.
frame_20862,This is a colonoscopy frame from a patient with no polyps.
frame_20863,This is a colonoscopy frame from a patient with no polyps.
frame_20864,This is a colonoscopy frame from a patient with no polyps.
frame_20865,This is a colonoscopy frame from a patient with no polyps.
frame_20866,This is a colonoscopy frame from a patient with no polyps.
frame_20867,This is a colonoscopy frame from a patient with no polyps.
frame_20868,This is a colonoscopy frame from a patient with no polyps.
frame_20869,This is a colonoscopy frame from a patient with no polyps.
frame_20870,This is a colonoscopy frame from a patient with no polyps.
frame_20871,This is a colonoscopy frame from a patient with no polyps.
frame_20872,This is a colonoscopy frame from a patient with no polyps.
frame_20873,This is a colonoscopy frame from a patient with no polyps.
frame_20874,This is a colonoscopy frame from a patient with no polyps.
frame_20875,This is a colonoscopy frame from a patient with no polyps.
frame_20876,This is a colonoscopy frame from a patient with no polyps.
frame_20877,This is a colonoscopy frame from a patient with no polyps.
frame_20878,This is a colonoscopy frame from a patient with no polyps.
frame_20879,This is a colonoscopy frame from a patient with no polyps.
frame_20880,This is a colonoscopy frame from a patient with no polyps.
frame_20881,This is a colonoscopy frame from a patient with no polyps.
frame_20882,This is a colonoscopy frame from a patient with no polyps.
frame_20883,This is a colonoscopy frame from a patient with no polyps.
frame_20884,This is a colonoscopy frame from a patient with no polyps.
frame_20885,This is a colonoscopy frame from a patient with no polyps.
frame_20886,This is a colonoscopy frame from a patient with no polyps.
frame_20887,This is a colonoscopy frame from a patient with no polyps.
frame_20888,This is a colonoscopy frame from a patient with no polyps.
frame_20889,This is a colonoscopy frame from a patient with no polyps.
frame_20890,This is a colonoscopy frame from a patient with no polyps.
frame_20891,This is a colonoscopy frame from a patient with no polyps.
frame_20892,This is a colonoscopy frame from a patient with no polyps.
frame_20893,This is a colonoscopy frame from a patient with no polyps.
frame_20894,This is a colonoscopy frame from a patient with no polyps.
frame_20895,This is a colonoscopy frame from a patient with no polyps.
frame_20896,This is a colonoscopy frame from a patient with no polyps.
frame_20897,This is a colonoscopy frame from a patient with no polyps.
frame_20898,This is a colonoscopy frame from a patient with no polyps.
frame_20899,This is a colonoscopy frame from a patient with no polyps.
frame_20900,This is a colonoscopy frame from a patient with no polyps.
frame_20901,This is a colonoscopy frame from a patient with no polyps.
frame_20902,This is a colonoscopy frame from a patient with no polyps.
frame_20903,This is a colonoscopy frame from a patient with no polyps.
frame_20904,This is a colonoscopy frame from a patient with no polyps.
frame_20905,This is a colonoscopy frame from a patient with no polyps.
frame_20906,This is a colonoscopy frame from a patient with no polyps.
frame_20907,This is a colonoscopy frame from a patient with no polyps.
frame_20908,This is a colonoscopy frame from a patient with no polyps.
frame_20909,This is a colonoscopy frame from a patient with no polyps.
frame_20910,This is a colonoscopy frame from a patient with no polyps.
frame_20911,This is a colonoscopy frame from a patient with no polyps.
frame_20912,This is a colonoscopy frame from a patient with no polyps.
frame_20913,This is a colonoscopy frame from a patient with no polyps.
frame_20914,This is a colonoscopy frame from a patient with no polyps.
frame_20915,This is a colonoscopy frame from a patient with no polyps.
frame_20916,This is a colonoscopy frame from a patient with no polyps.
frame_20917,This is a colonoscopy frame from a patient with no polyps.
frame_20918,This is a colonoscopy frame from a patient with no polyps.
frame_20919,This is a colonoscopy frame from a patient with no polyps.
frame_20920,This is a colonoscopy frame from a patient with no polyps.
frame_20921,This is a colonoscopy frame from a patient with no polyps.
frame_20922,This is a colonoscopy frame from a patient with no polyps.
frame_20923,This is a colonoscopy frame from a patient with no polyps.
frame_20924,This is a colonoscopy frame from a patient with no polyps.
frame_20925,This is a colonoscopy frame from a patient with no polyps.
frame_20926,This is a colonoscopy frame from a patient with no polyps.
frame_20927,This is a colonoscopy frame from a patient with no polyps.
frame_20928,This is a colonoscopy frame from a patient with no polyps.
frame_20929,This is a colonoscopy frame from a patient with no polyps.
frame_20930,This is a colonoscopy frame from a patient with no polyps.
frame_20931,This is a colonoscopy frame from a patient with no polyps.
frame_20932,This is a colonoscopy frame from a patient with no polyps.
frame_20933,This is a colonoscopy frame from a patient with no polyps.
frame_20934,This is a colonoscopy frame from a patient with no polyps.
frame_20935,This is a colonoscopy frame from a patient with no polyps.
